company_name,company_tier,official_domain,company_name_en,region,aliases,discovery_method,candidate_seed_type,candidate_seed_url,candidate_seed_title,candidate_seed_reason
에이아이인사이트,스타트업,,,대한민국,"[""(주)에이아이인사이트""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
멥스젠,스타트업,,,대한민국,[],manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
오토텔릭바이오,스타트업,,,대한민국,[],manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
웰트,스타트업,,,대한민국,"[""웰트 주식회사""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
유빅스테라퓨틱스,스타트업,,,대한민국,"[""주식회사 유빅스테라퓨틱스""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
이모티브,스타트업,,,대한민국,[],manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
이뮨앱스,스타트업,,,대한민국,[],manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
제노팜,스타트업,,,대한민국,"[""주식회사 제노팜""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
지플러스생명과학,스타트업,,,대한민국,"[""(주)지플러스생명과학""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
진메디신,스타트업,,,대한민국,"[""진메디신 주식회사""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
